Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount,Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code ,Previous Purchases,Payment Mode,Frequency of Purchases
1842,22,Male,Puffer Jacket,Outwear,458,Chandigarh,XL,Red,Summer,2.8,Yes,Next Day,No,No,38,UPI,Weekly
1843,49,Male,Trousers,Clothing,926,Bangalore,XL,Blue,Autumn,4.3,Yes,Free Shipping,Yes,Yes,5,Credit Card,Annually
1844,67,Female,Wallet,Accessories,2757,Ranchi,XL,Pink,Spring,1.9,Yes,Store Pickup,No,No,44,Credit Card,Annually
1845,52,Male,Flip Flops,Footwear,3952,Mumbai,M,Maroon,Winter,2.4,Yes,Standard,No,Yes,24,Netbanking,Annually
1846,61,Male,Heels,Footwear,3932,Chandigarh,M,Blue,Autumn,1.9,No,Next Day,Yes,No,32,Netbanking,Weekly
1847,70,Female,Loafers,Footwear,2719,Ahmedabad,XXL,Black,Autumn,3.6,No,Store Pickup,No,Yes,16,Cash,Weekly
1848,66,Male,Watch,Accessories,3965,Bhubaneswar,XL,Pink,Summer,2.7,No,Free Shipping,Yes,No,14,Credit Card,Quarterly
1849,61,Male,Sandals,Footwear,3203,Hyderabad,L,Red,Autumn,3.8,Yes,Free Shipping,No,No,19,Netbanking,Weekly
1850,22,Female,Hoodie,Outwear,2704,Nagpur,XL,Red,Winter,3.4,Yes,Free Shipping,Yes,No,44,Cash,Monthly
1851,63,Male,Windcheater,Outwear,2986,Surat,M,Navy,Summer,2.3,Yes,Next Day,Yes,Yes,3,Cash,Fortnightly
1852,68,Female,Jeans,Clothing,3494,Bangalore,XL,Blue,Autumn,1.8,No,Free Shipping,Yes,Yes,5,UPI,Fortnightly
1853,48,Male,Skirt,Clothing,1602,Coimbatore,L,Beige,Autumn,4.3,Yes,Store Pickup,No,No,8,UPI,Weekly
1854,32,Female,T-Shirt,Clothing,4355,Pune,XL,Beige,Autumn,4.8,Yes,Next Day,No,No,46,Netbanking,Fortnightly
1855,20,Male,Formal Shoes,Footwear,1164,Mumbai,XL,White,Summer,3.1,No,Free Shipping,Yes,No,24,Cash,Weekly
1856,28,Female,Kurta,Clothing,2164,Pune,XL,Navy,Winter,2.7,Yes,Free Shipping,Yes,No,29,Netbanking,Annually
1857,25,Male,Saree,Clothing,4750,Bangalore,XXL,Maroon,Winter,3.6,No,Express,Yes,No,29,Cash,Weekly
1858,31,Female,Trench Coat,Outwear,4797,Jaipur,XXL,Navy,Spring,4.4,Yes,Express,No,Yes,39,Netbanking,Annually
1859,59,Female,Belt,Accessories,2054,Bhopal,XXL,Grey,Summer,4.5,Yes,Standard,No,Yes,14,Cash,Quarterly
1860,54,Male,Handbag,Accessories,2645,Patna,XL,Pink,Summer,4.4,No,Free Shipping,Yes,No,44,UPI,Quarterly
1861,19,Male,Trench Coat,Outwear,2939,Ranchi,S,Maroon,Winter,1.1,No,Next Day,Yes,No,10,Cash,Quarterly
1862,41,Male,Heels,Footwear,1792,Hyderabad,M,Yellow,Spring,1.3,Yes,Express,No,No,42,Netbanking,Quarterly
1863,66,Male,Sports Shoes,Footwear,4948,Nagpur,XL,Navy,Spring,4.1,Yes,Store Pickup,Yes,No,46,Netbanking,Annually
1864,20,Female,Jeans,Clothing,1794,Indore,XL,Red,Winter,3.8,No,Express,No,No,41,Netbanking,Quarterly
1865,26,Female,Jeans,Clothing,4571,Lucknow,M,White,Winter,1.1,Yes,Store Pickup,Yes,No,25,UPI,Fortnightly
1866,56,Female,Formal Shoes,Footwear,4596,Hyderabad,XXL,Pink,Winter,4.8,Yes,Standard,Yes,No,43,UPI,Fortnightly
1867,30,Female,Sports Shoes,Footwear,2912,Lucknow,XXL,Yellow,Winter,1.7,No,Express,Yes,Yes,39,Netbanking,Fortnightly
1868,50,Female,Sunglasses,Accessories,2095,Bangalore,XL,Beige,Winter,3,No,Express,No,No,4,UPI,Monthly
1869,37,Male,Jewelry Set,Accessories,179,Mumbai,L,Blue,Summer,3.1,No,Store Pickup,No,Yes,8,Netbanking,Weekly
1870,16,Male,Sneakers,Footwear,3447,Mumbai,XL,Black,Winter,2,Yes,Express,Yes,Yes,45,UPI,Annually
1871,28,Female,Boots,Footwear,2730,Kolkata,XXL,Blue,Autumn,4.1,Yes,Store Pickup,Yes,Yes,26,Netbanking,Weekly
1872,69,Female,Jacket,Clothing,3178,Patna,XL,Maroon,Spring,1,Yes,Standard,No,No,17,Credit Card,Fortnightly
1873,22,Female,Jacket,Clothing,3222,Jaipur,XXL,Pink,Summer,1.1,No,Free Shipping,No,Yes,6,Credit Card,Fortnightly
1874,35,Male,Windcheater,Outwear,4772,Bhopal,M,Brown,Summer,3.3,No,Standard,Yes,No,0,Credit Card,Fortnightly
1875,52,Female,Trench Coat,Outwear,828,Kolkata,S,Yellow,Winter,3.8,No,Express,Yes,Yes,8,Cash,Annually
1876,57,Female,Sports Shoes,Footwear,2511,Ahmedabad,L,Green,Summer,4.8,No,Next Day,No,Yes,21,UPI,Monthly
1877,65,Male,Handbag,Accessories,732,Pune,L,Black,Spring,2.3,No,Express,No,No,45,UPI,Quarterly
1878,21,Female,Saree,Clothing,2283,Patna,XXL,Red,Winter,1.1,No,Store Pickup,Yes,No,7,Netbanking,Fortnightly
1879,27,Male,Sunglasses,Accessories,3034,Surat,L,Beige,Spring,3.4,Yes,Standard,No,No,36,Netbanking,Quarterly
1880,47,Male,Scarf,Accessories,896,Kolkata,XL,Navy,Winter,1.1,No,Free Shipping,No,No,9,Netbanking,Annually
1881,21,Female,Wallet,Accessories,24,Patna,XXL,Yellow,Autumn,4.6,Yes,Standard,No,Yes,11,Cash,Weekly
1882,61,Female,Heels,Footwear,517,Mumbai,XXL,White,Spring,2.8,Yes,Express,Yes,Yes,43,Netbanking,Annually
1883,63,Male,Hoodie,Outwear,2038,Ranchi,XXL,Beige,Autumn,3.3,Yes,Next Day,Yes,No,44,Netbanking,Fortnightly
1884,49,Female,Flip Flops,Footwear,4451,Coimbatore,L,Black,Spring,3.9,No,Store Pickup,Yes,No,49,UPI,Monthly
1885,60,Male,Windcheater,Outwear,439,Ranchi,S,Beige,Summer,2.9,No,Store Pickup,No,No,50,Credit Card,Annually
1886,57,Female,Sweater,Outwear,2557,Jaipur,S,Red,Autumn,2.6,Yes,Next Day,Yes,No,40,Credit Card,Annually
1887,65,Female,Boots,Footwear,2925,Ranchi,S,Maroon,Autumn,1.1,No,Express,No,Yes,39,Credit Card,Monthly
1888,67,Female,Trousers,Clothing,3000,Coimbatore,L,Pink,Winter,4.7,No,Free Shipping,No,Yes,24,Netbanking,Monthly
1889,35,Male,Watch,Accessories,4024,Kolkata,S,Pink,Summer,4.2,No,Next Day,No,Yes,43,UPI,Annually
1890,47,Male,T-Shirt,Clothing,3197,Ranchi,M,Black,Winter,1.8,No,Free Shipping,Yes,Yes,12,Netbanking,Monthly
1891,51,Female,Sunglasses,Accessories,374,Chennai,M,Blue,Winter,4.7,No,Free Shipping,Yes,Yes,29,UPI,Annually
1892,34,Female,Wallet,Accessories,1296,Jaipur,XXL,Maroon,Summer,1.8,Yes,Express,No,No,31,Cash,Annually
1893,55,Female,Puffer Jacket,Outwear,293,Ranchi,M,Maroon,Spring,2.3,No,Next Day,Yes,Yes,2,Cash,Quarterly
1894,32,Male,Trousers,Clothing,1613,Bhopal,L,Green,Spring,3.3,No,Next Day,Yes,Yes,6,UPI,Monthly
1895,46,Male,Kurta,Clothing,3448,Surat,S,Pink,Autumn,1.4,Yes,Express,Yes,Yes,41,Cash,Annually
1896,34,Female,Blazer,Outwear,4586,Nagpur,M,Beige,Summer,4.7,No,Free Shipping,No,No,37,Credit Card,Fortnightly
1897,29,Female,Heels,Footwear,3531,Mumbai,XL,Pink,Autumn,4.1,No,Express,Yes,Yes,31,Netbanking,Weekly
1898,59,Female,Shirt,Clothing,309,Mumbai,XXL,Black,Winter,2.6,No,Express,No,Yes,11,UPI,Weekly
1899,44,Female,Ethnic Wear,Clothing,2782,Mumbai,XL,Blue,Autumn,4.1,Yes,Next Day,No,Yes,46,Cash,Annually
1900,18,Male,Kurta,Clothing,1717,Ranchi,M,Green,Spring,3.4,No,Next Day,No,Yes,7,Netbanking,Weekly
1901,57,Male,Skirt,Clothing,1966,Ahmedabad,XXL,Maroon,Summer,4,Yes,Store Pickup,No,Yes,7,Cash,Annually
1902,46,Male,Sneakers,Footwear,1327,Chennai,XL,Red,Summer,4.6,Yes,Express,Yes,No,28,Credit Card,Weekly
1903,19,Female,Puffer Jacket,Outwear,2363,Bhubaneswar,XXL,Yellow,Autumn,3.9,No,Express,Yes,Yes,25,UPI,Weekly
1904,21,Male,Sneakers,Footwear,3472,Ranchi,XXL,Red,Spring,2,No,Free Shipping,No,Yes,47,Credit Card,Quarterly
1905,70,Female,Hoodie,Outwear,179,Bhopal,L,Pink,Winter,3.8,No,Free Shipping,Yes,No,29,UPI,Quarterly
1906,32,Female,Sweater,Outwear,4073,Patna,XXL,Green,Summer,2.8,No,Next Day,No,No,29,Netbanking,Fortnightly
1907,25,Female,Hoodie,Outwear,1274,Patna,L,Black,Autumn,3.1,Yes,Store Pickup,Yes,No,43,Cash,Quarterly
1908,44,Male,Wallet,Accessories,30,Surat,M,Pink,Summer,3.6,No,Standard,No,No,46,Netbanking,Monthly
1909,20,Female,Saree,Clothing,3116,Lucknow,XL,Navy,Spring,3.5,Yes,Next Day,Yes,Yes,11,Credit Card,Weekly
1910,39,Female,Watch,Accessories,701,Indore,S,Blue,Summer,4.9,No,Store Pickup,Yes,No,0,Cash,Quarterly
1911,65,Female,Skirt,Clothing,4000,Pune,L,Black,Summer,2.9,Yes,Standard,No,No,3,Credit Card,Weekly
1912,51,Female,Heels,Footwear,3646,Bhubaneswar,XL,Pink,Winter,3.6,No,Next Day,Yes,Yes,20,Cash,Fortnightly
1913,16,Male,Ethnic Wear,Clothing,3861,Delhi,S,Pink,Spring,1.1,Yes,Standard,No,Yes,9,Credit Card,Annually
1914,59,Male,Denim Jacket,Outwear,1458,Delhi,S,Red,Winter,3.5,No,Free Shipping,No,No,41,Netbanking,Annually
1915,36,Female,Heels,Footwear,2553,Jaipur,M,Yellow,Winter,2.5,No,Express,Yes,No,5,Netbanking,Annually
1916,65,Male,Dress,Clothing,3631,Lucknow,S,Beige,Spring,1.4,Yes,Express,No,Yes,28,Netbanking,Quarterly
1917,50,Male,Windcheater,Outwear,3106,Mumbai,XXL,Yellow,Spring,3,Yes,Next Day,No,Yes,23,Credit Card,Monthly
1918,48,Male,Trench Coat,Outwear,2273,Jaipur,XXL,Navy,Summer,3.1,Yes,Free Shipping,No,Yes,18,Cash,Annually
1919,32,Female,Blazer,Outwear,239,Ranchi,XXL,Navy,Autumn,1.8,No,Free Shipping,Yes,No,9,Netbanking,Monthly
1920,23,Male,Jeans,Clothing,484,Coimbatore,L,Maroon,Summer,4.8,No,Next Day,No,No,38,UPI,Weekly
1921,38,Female,Saree,Clothing,984,Coimbatore,M,Red,Autumn,3.9,Yes,Free Shipping,Yes,Yes,9,UPI,Quarterly
1922,38,Female,Sunglasses,Accessories,1119,Mumbai,L,Yellow,Spring,3.2,Yes,Store Pickup,No,Yes,45,UPI,Fortnightly
1923,59,Female,Scarf,Accessories,4442,Jaipur,XL,Green,Autumn,1,Yes,Store Pickup,Yes,No,6,Netbanking,Monthly
1924,66,Male,Scarf,Accessories,680,Jaipur,XL,Blue,Autumn,1.7,No,Store Pickup,Yes,No,22,UPI,Monthly
1925,44,Female,Heels,Footwear,4144,Coimbatore,XXL,Pink,Autumn,4.8,No,Free Shipping,No,No,32,Credit Card,Quarterly
1926,31,Female,Wallet,Accessories,54,Pune,XXL,Black,Winter,2.7,Yes,Free Shipping,No,Yes,44,Netbanking,Annually
1927,29,Female,Ethnic Wear,Clothing,3107,Ahmedabad,XXL,Navy,Summer,1.4,No,Store Pickup,No,No,30,UPI,Quarterly
1928,23,Male,Cap,Accessories,2970,Bhopal,XXL,Grey,Winter,3.8,Yes,Standard,No,Yes,42,Netbanking,Annually
1929,36,Male,Handbag,Accessories,856,Indore,S,Black,Winter,2.8,No,Express,Yes,Yes,13,Netbanking,Weekly
1930,50,Female,Hoodie,Outwear,1346,Lucknow,L,Pink,Spring,2.7,Yes,Standard,Yes,Yes,13,Cash,Quarterly
1931,50,Male,Sports Shoes,Footwear,3256,Bhopal,S,Yellow,Spring,2.4,No,Store Pickup,No,No,14,Credit Card,Quarterly
1932,21,Male,Belt,Accessories,1373,Patna,XXL,Black,Spring,1.6,Yes,Store Pickup,No,No,37,Cash,Annually
1933,53,Female,Cap,Accessories,1458,Patna,XXL,Black,Spring,2.8,Yes,Free Shipping,Yes,Yes,15,Cash,Weekly
1934,21,Male,Sports Shoes,Footwear,1737,Chennai,S,White,Autumn,4.8,No,Free Shipping,Yes,No,47,Netbanking,Monthly
1935,43,Female,Denim Jacket,Outwear,1544,Kochi,M,Brown,Autumn,4,Yes,Express,Yes,Yes,32,Netbanking,Quarterly
1936,44,Male,Boots,Footwear,79,Bhopal,M,Beige,Winter,4.3,No,Free Shipping,No,No,15,Credit Card,Quarterly
1937,57,Male,Flip Flops,Footwear,3730,Kochi,S,Red,Spring,2.3,No,Store Pickup,No,No,13,Cash,Weekly
1938,63,Male,Denim Jacket,Outwear,1414,Patna,L,Pink,Summer,2.2,Yes,Free Shipping,Yes,Yes,21,Credit Card,Annually
1939,49,Male,Cap,Accessories,4761,Chandigarh,XL,Beige,Summer,2.2,Yes,Next Day,No,Yes,23,Netbanking,Annually
1940,57,Female,Puffer Jacket,Outwear,1927,Coimbatore,XL,Yellow,Autumn,3.4,No,Free Shipping,No,No,31,UPI,Weekly
1941,55,Male,Formal Shoes,Footwear,1355,Lucknow,XXL,Navy,Spring,2.4,No,Next Day,Yes,Yes,42,Netbanking,Weekly
1942,36,Female,Boots,Footwear,1327,Bhopal,L,Red,Autumn,2.7,No,Express,Yes,Yes,8,Cash,Weekly
1943,60,Male,Sneakers,Footwear,1996,Coimbatore,XL,Blue,Autumn,1.6,Yes,Express,No,No,35,Cash,Annually
1944,50,Male,T-Shirt,Clothing,978,Nagpur,M,White,Autumn,2.1,Yes,Free Shipping,No,No,1,UPI,Quarterly
1945,48,Female,Denim Jacket,Outwear,600,Surat,XL,Yellow,Autumn,3.6,No,Next Day,No,No,31,Credit Card,Monthly
1946,39,Male,Jewelry Set,Accessories,2826,Surat,M,Maroon,Autumn,1.5,Yes,Next Day,Yes,No,32,Credit Card,Annually
1947,30,Female,Skirt,Clothing,1334,Surat,M,Maroon,Spring,1.6,Yes,Next Day,Yes,Yes,25,Credit Card,Fortnightly
1948,56,Male,Ethnic Wear,Clothing,778,Lucknow,L,Pink,Spring,3.8,No,Express,Yes,Yes,2,UPI,Quarterly
1949,55,Female,Puffer Jacket,Outwear,3814,Kolkata,S,Brown,Winter,2.2,Yes,Express,No,Yes,11,Cash,Weekly
1950,16,Male,Belt,Accessories,4793,Kolkata,XL,White,Spring,3.6,Yes,Store Pickup,No,Yes,11,Cash,Monthly
1951,61,Male,Dress,Clothing,2916,Kochi,XXL,Yellow,Summer,3.8,No,Next Day,No,Yes,8,UPI,Weekly
1952,42,Male,Belt,Accessories,727,Patna,XXL,Blue,Summer,1.8,No,Express,No,No,30,Cash,Weekly
1953,60,Male,Heels,Footwear,3802,Bhopal,XXL,Grey,Summer,1.7,Yes,Free Shipping,Yes,Yes,49,Cash,Weekly
1954,55,Male,Kurta,Clothing,1689,Coimbatore,S,White,Summer,1.4,No,Store Pickup,Yes,Yes,39,Cash,Monthly
1955,40,Female,Ethnic Wear,Clothing,2494,Nagpur,M,White,Summer,4.3,Yes,Store Pickup,Yes,Yes,4,UPI,Weekly
1956,51,Male,Cap,Accessories,790,Chandigarh,M,White,Autumn,4.5,No,Next Day,Yes,No,45,Cash,Quarterly
1957,70,Male,T-Shirt,Clothing,4508,Ranchi,S,Navy,Summer,4.6,No,Free Shipping,Yes,No,1,Cash,Weekly
1958,17,Male,Formal Shoes,Footwear,2251,Jaipur,XXL,Yellow,Autumn,1.1,No,Standard,No,No,49,Netbanking,Annually
1959,45,Female,Trousers,Clothing,1277,Nagpur,XL,Black,Winter,1.3,No,Express,Yes,No,1,UPI,Quarterly
1960,57,Male,Jeans,Clothing,2604,Chandigarh,S,White,Autumn,4.4,Yes,Standard,No,No,29,Cash,Fortnightly
1961,41,Female,Belt,Accessories,3273,Bhubaneswar,M,Maroon,Winter,4.9,Yes,Express,No,Yes,1,Netbanking,Fortnightly
1962,66,Male,Handbag,Accessories,4771,Kochi,S,Green,Summer,3.2,Yes,Express,Yes,Yes,19,UPI,Fortnightly
1963,50,Female,Blazer,Outwear,2421,Lucknow,XXL,Maroon,Winter,3.5,Yes,Express,No,No,38,Cash,Monthly
1964,25,Female,Denim Jacket,Outwear,4457,Hyderabad,L,Brown,Spring,4,No,Free Shipping,Yes,Yes,39,Cash,Monthly
1965,17,Male,Puffer Jacket,Outwear,2566,Coimbatore,M,White,Autumn,3,Yes,Store Pickup,No,Yes,25,UPI,Weekly
1966,18,Female,Sneakers,Footwear,1948,Bhopal,L,Pink,Spring,3.1,No,Next Day,No,No,47,Netbanking,Annually
1967,30,Female,Jacket,Clothing,743,Hyderabad,S,Grey,Winter,1.4,No,Free Shipping,Yes,No,30,Netbanking,Fortnightly
1968,38,Female,Shirt,Clothing,59,Coimbatore,S,Blue,Spring,2,Yes,Free Shipping,No,Yes,34,Cash,Annually
1969,20,Male,Heels,Footwear,3412,Patna,XL,Blue,Summer,2.2,Yes,Express,No,Yes,5,UPI,Quarterly
1970,37,Female,Dress,Clothing,2228,Indore,L,Green,Winter,4,Yes,Next Day,No,Yes,31,Netbanking,Fortnightly
1971,28,Female,Handbag,Accessories,2253,Surat,L,Yellow,Spring,3.7,No,Standard,Yes,Yes,0,Cash,Fortnightly
1972,24,Male,Sweater,Outwear,4087,Hyderabad,M,Brown,Autumn,4.2,No,Free Shipping,Yes,Yes,41,Netbanking,Weekly
1973,49,Male,Puffer Jacket,Outwear,4403,Nagpur,S,Navy,Spring,4.4,No,Standard,Yes,No,1,Cash,Quarterly
1974,50,Male,Handbag,Accessories,590,Kolkata,XL,Maroon,Spring,4.4,Yes,Express,No,No,35,Credit Card,Weekly
1975,45,Male,Puffer Jacket,Outwear,147,Bhopal,M,Pink,Spring,3.9,No,Standard,No,Yes,38,Credit Card,Annually
1976,43,Female,Cap,Accessories,2425,Hyderabad,S,Maroon,Autumn,4.4,No,Next Day,Yes,No,21,UPI,Monthly
1977,23,Female,T-Shirt,Clothing,567,Chandigarh,M,Green,Spring,2.8,No,Free Shipping,Yes,Yes,20,Cash,Quarterly
1978,68,Male,Flip Flops,Footwear,3481,Jaipur,XXL,Navy,Autumn,3.9,Yes,Standard,Yes,No,0,Netbanking,Monthly
1979,59,Female,Kurta,Clothing,2787,Chandigarh,XL,Blue,Winter,1.2,No,Store Pickup,No,No,5,Credit Card,Weekly
1980,61,Female,Loafers,Footwear,1246,Patna,M,Beige,Winter,2.9,No,Free Shipping,No,No,36,Cash,Weekly
1981,42,Female,Kurta,Clothing,3119,Jaipur,XL,Maroon,Autumn,1.4,Yes,Free Shipping,Yes,Yes,33,Netbanking,Fortnightly
1982,62,Male,Wallet,Accessories,4014,Ranchi,S,Blue,Autumn,1.5,No,Next Day,No,No,24,Cash,Fortnightly
1983,64,Female,Sneakers,Footwear,2995,Lucknow,M,Maroon,Spring,4.5,No,Express,No,Yes,15,Netbanking,Quarterly
1984,45,Male,Scarf,Accessories,482,Kochi,XXL,Brown,Summer,3.5,No,Express,Yes,No,6,UPI,Fortnightly
1985,26,Male,Skirt,Clothing,3347,Kochi,XXL,Navy,Summer,3.5,No,Next Day,Yes,Yes,34,Netbanking,Annually
1986,69,Female,Flip Flops,Footwear,3783,Bangalore,XL,Green,Autumn,4,Yes,Standard,Yes,Yes,12,Netbanking,Fortnightly
1987,18,Male,Trousers,Clothing,4012,Coimbatore,S,Brown,Autumn,4.7,No,Store Pickup,Yes,Yes,2,Netbanking,Fortnightly
1988,48,Female,Boots,Footwear,4884,Hyderabad,XL,Pink,Spring,3.2,No,Express,No,No,3,Netbanking,Annually
1989,41,Female,Jewelry Set,Accessories,3637,Hyderabad,XL,Pink,Autumn,2.4,No,Standard,Yes,Yes,28,Credit Card,Quarterly
1990,38,Male,Trench Coat,Outwear,350,Kolkata,L,Yellow,Winter,4,Yes,Express,No,Yes,25,UPI,Fortnightly
1991,70,Female,Formal Shoes,Footwear,2114,Nagpur,M,Yellow,Autumn,1.9,Yes,Store Pickup,Yes,No,48,Credit Card,Fortnightly
1992,37,Male,Denim Jacket,Outwear,3564,Coimbatore,L,Black,Winter,2.1,No,Next Day,No,Yes,8,Credit Card,Monthly
1993,64,Male,Sports Shoes,Footwear,526,Nagpur,M,Grey,Autumn,3.4,Yes,Express,Yes,No,27,UPI,Weekly
1994,25,Female,Sunglasses,Accessories,3298,Chennai,XXL,White,Autumn,1.6,Yes,Next Day,Yes,Yes,21,UPI,Fortnightly
1995,67,Male,Saree,Clothing,3882,Delhi,S,Brown,Spring,1.6,Yes,Free Shipping,Yes,Yes,47,Netbanking,Fortnightly
1996,28,Male,Watch,Accessories,1630,Pune,XXL,Brown,Winter,3.1,No,Next Day,Yes,Yes,23,Netbanking,Monthly
1997,45,Male,Shirt,Clothing,3623,Pune,XXL,Brown,Spring,4,Yes,Next Day,No,No,34,Cash,Quarterly
1998,70,Female,Jewelry Set,Accessories,2536,Lucknow,M,Blue,Spring,3,Yes,Next Day,Yes,No,18,Cash,Annually
1999,56,Female,Formal Shoes,Footwear,1643,Bhubaneswar,XL,Brown,Spring,3.5,No,Express,Yes,Yes,14,Netbanking,Monthly
2000,59,Male,Sweater,Outwear,1750,Bangalore,L,Red,Winter,1.7,No,Store Pickup,No,No,23,Cash,Fortnightly
2001,16,Female,Loafers,Footwear,3590,Bhopal,XXL,Grey,Summer,2.6,No,Express,No,No,26,Netbanking,Fortnightly
2002,31,Male,Cap,Accessories,4603,Ranchi,L,Maroon,Summer,4.6,Yes,Express,No,Yes,19,UPI,Quarterly
2003,25,Male,Denim Jacket,Outwear,2684,Nagpur,XXL,Grey,Winter,4.6,No,Free Shipping,Yes,No,14,Credit Card,Monthly
2004,16,Male,Belt,Accessories,4577,Ranchi,L,Yellow,Spring,2.7,No,Free Shipping,Yes,Yes,30,Cash,Monthly
2005,18,Male,Denim Jacket,Outwear,1245,Bangalore,S,Beige,Winter,3.9,No,Express,No,No,14,UPI,Annually
2006,66,Female,Sweater,Outwear,1698,Chennai,M,Maroon,Winter,2.1,No,Free Shipping,Yes,Yes,27,Netbanking,Fortnightly
2007,23,Male,Ethnic Wear,Clothing,4961,Mumbai,L,Brown,Autumn,2.6,Yes,Next Day,Yes,Yes,26,Credit Card,Annually
2008,65,Male,Puffer Jacket,Outwear,3862,Coimbatore,L,Navy,Spring,3.5,No,Standard,No,No,50,Cash,Monthly
2009,28,Female,Ethnic Wear,Clothing,812,Bhopal,L,Maroon,Spring,3.6,Yes,Standard,No,No,48,Netbanking,Weekly
2010,43,Female,Cap,Accessories,2108,Kochi,M,Maroon,Winter,3.2,Yes,Free Shipping,Yes,Yes,42,Credit Card,Quarterly
2011,21,Male,Blazer,Outwear,3644,Patna,L,Maroon,Autumn,2.8,Yes,Next Day,No,Yes,16,Credit Card,Fortnightly
2012,36,Male,Trench Coat,Outwear,4143,Delhi,XL,Black,Spring,1.2,Yes,Standard,No,No,25,UPI,Annually
2013,65,Male,Boots,Footwear,2955,Jaipur,XXL,Grey,Spring,1.7,Yes,Express,Yes,No,24,Cash,Weekly
2014,16,Male,Hoodie,Outwear,1736,Surat,L,Grey,Spring,2.5,Yes,Free Shipping,Yes,Yes,30,Netbanking,Annually
2015,45,Female,Blazer,Outwear,4794,Pune,S,Grey,Summer,1.7,Yes,Free Shipping,Yes,Yes,46,Netbanking,Annually
2016,61,Male,Cap,Accessories,4632,Delhi,S,Green,Summer,2.3,Yes,Express,Yes,No,8,Netbanking,Quarterly
2017,68,Male,Jeans,Clothing,4243,Surat,L,Maroon,Summer,4.1,Yes,Express,No,No,12,Cash,Fortnightly
2018,27,Female,Jeans,Clothing,2918,Chandigarh,S,Brown,Summer,4.6,Yes,Next Day,Yes,No,38,Cash,Weekly
2019,66,Female,Sweater,Outwear,316,Nagpur,L,Blue,Summer,3.7,Yes,Store Pickup,No,No,5,Netbanking,Quarterly
2020,16,Male,Trousers,Clothing,2569,Bhubaneswar,M,Navy,Winter,3.8,No,Standard,No,Yes,38,Netbanking,Fortnightly
2021,29,Male,Flip Flops,Footwear,628,Kolkata,L,Navy,Spring,1.7,Yes,Standard,No,Yes,42,Cash,Weekly
2022,59,Male,Puffer Jacket,Outwear,3879,Kochi,L,Brown,Spring,2.5,No,Free Shipping,Yes,No,25,Cash,Fortnightly
2023,66,Male,Heels,Footwear,288,Ahmedabad,S,Grey,Spring,4.8,No,Free Shipping,No,Yes,10,Cash,Fortnightly
2024,69,Male,Hoodie,Outwear,4460,Bangalore,S,Beige,Winter,4.5,Yes,Store Pickup,Yes,Yes,3,UPI,Annually
2025,53,Male,Scarf,Accessories,507,Bhopal,M,White,Summer,4.2,No,Store Pickup,No,Yes,1,Netbanking,Fortnightly
2026,51,Male,Puffer Jacket,Outwear,2380,Nagpur,S,Yellow,Winter,1.4,Yes,Standard,Yes,No,0,Cash,Quarterly
2027,60,Male,Wallet,Accessories,2093,Jaipur,XL,Red,Summer,3.8,No,Standard,No,Yes,49,UPI,Annually
2028,36,Female,Trench Coat,Outwear,2317,Ranchi,L,Red,Autumn,1,No,Store Pickup,Yes,No,8,Netbanking,Annually
2029,43,Male,Cap,Accessories,4495,Nagpur,XXL,Beige,Summer,2.9,Yes,Store Pickup,No,Yes,19,UPI,Monthly
2030,55,Female,Shirt,Clothing,3741,Chandigarh,XL,Black,Spring,4.4,No,Next Day,No,No,38,Cash,Monthly
2031,18,Male,Watch,Accessories,3220,Lucknow,XL,Black,Autumn,1.5,No,Next Day,No,Yes,8,Netbanking,Weekly
2032,21,Male,Windcheater,Outwear,3216,Indore,M,Maroon,Autumn,2.7,Yes,Free Shipping,Yes,No,25,Netbanking,Quarterly
2033,41,Female,Jeans,Clothing,3120,Chennai,XL,Maroon,Autumn,4.3,No,Standard,Yes,Yes,23,Netbanking,Weekly
2034,61,Male,Sandals,Footwear,2660,Hyderabad,L,Black,Winter,2.4,No,Next Day,Yes,Yes,33,Credit Card,Monthly
2035,20,Female,Cap,Accessories,1492,Pune,L,Red,Spring,4.1,Yes,Free Shipping,Yes,No,12,Cash,Weekly
2036,33,Female,Skirt,Clothing,3409,Mumbai,L,Navy,Winter,2.2,Yes,Express,Yes,Yes,46,Cash,Fortnightly
2037,53,Female,Kurta,Clothing,2134,Ahmedabad,S,Green,Summer,2.1,Yes,Store Pickup,No,Yes,16,UPI,Quarterly
2038,64,Male,Trench Coat,Outwear,2508,Delhi,M,Blue,Summer,2.7,Yes,Express,Yes,Yes,31,Cash,Monthly
2039,18,Female,T-Shirt,Clothing,1253,Lucknow,M,Grey,Spring,5,No,Express,No,No,32,Netbanking,Quarterly
2040,24,Female,Jewelry Set,Accessories,1766,Lucknow,XXL,Brown,Winter,1.8,No,Express,No,No,18,UPI,Weekly
2041,36,Male,Watch,Accessories,573,Chandigarh,XXL,Beige,Winter,3.2,No,Standard,Yes,No,21,Credit Card,Weekly
2042,26,Male,Sports Shoes,Footwear,2166,Chandigarh,XL,Pink,Autumn,2.5,No,Standard,Yes,No,19,Credit Card,Monthly
2043,62,Male,Hoodie,Outwear,475,Kochi,L,White,Summer,3.7,Yes,Next Day,No,Yes,6,Credit Card,Weekly
